G1FO-V2LY,5120,5120,0,0,43200,0,0
Y19K-HIIG,5120,5120,0,0,43200,0,0
K612-JFBA,5120,5120,0,0,43200,0,0
FI7M-9M96,5120,5120,0,0,43200,0,0
RB3N-KDEV,5120,5120,0,0,43200,0,0
8OX8-8B52,5120,5120,0,0,43200,0,0
H2W1-ELTM,5120,5120,0,0,43200,0,0
7O8B-KT9F,5120,5120,0,0,43200,0,0
X5I2-I854,5120,5120,0,0,43200,0,0
V8QJ-MZ9A,5120,5120,0,0,43200,0,0
F8BD-K9GX,5120,5120,0,0,43200,0,0
SD1O-SQFB,5120,5120,0,0,43200,0,0
0XWZ-6PN4,5120,5120,0,0,43200,0,0
AQ4U-CGQW,5120,5120,0,0,43200,0,0
PAE3-5AU9,5120,5120,0,0,43200,0,0
5VQI-JQI5,5120,5120,0,0,43200,0,0
TYT0-A384,5120,5120,0,0,43200,0,0
HPQ5-BZJX,5120,5120,0,0,43200,0,0
7J4J-FB86,5120,5120,0,0,43200,0,0
HIQ2-ZON4,5120,5120,0,0,43200,0,0
TG9Q-YP44,5120,5120,0,0,43200,0,0
WR7I-S3B6,5120,5120,0,0,43200,0,0
Z39B-AWAJ,5120,5120,0,0,43200,0,0
8A41-Q8IT,5120,5120,0,0,43200,0,0
C62D-FL8K,5120,5120,0,0,43200,0,0
1VY2-BE5F,5120,5120,0,0,43200,0,0
ZN5T-PR1V,5120,5120,0,0,43200,0,0
ZQLL-5DF0,5120,5120,0,0,43200,0,0
8LNC-00RV,5120,5120,0,0,43200,0,0
G6I4-DU06,5120,5120,0,0,43200,0,0
GR35-27CQ,5120,5120,0,0,43200,0,0
V6IW-N8JD,5120,5120,0,0,43200,0,0
65NL-T7Y0,5120,5120,0,0,43200,0,0
XGYG-O8LP,5120,5120,0,0,43200,0,0
0JBY-KDTE,5120,5120,0,0,43200,0,0
4TKX-N1H3,5120,5120,0,0,43200,0,0
NWJ9-JJR6,5120,5120,0,0,43200,0,0
SE4Z-CT5S,5120,5120,0,0,43200,0,0
XPBV-4VC4,5120,5120,0,0,43200,0,0
8B5K-0CH1,5120,5120,0,0,43200,0,0
KOBP-0QPF,5120,5120,0,0,43200,0,0
HUAE-7G1U,5120,5120,0,0,43200,0,0
KOOX-CCGP,5120,5120,0,0,43200,0,0
5RU3-DW6L,5120,5120,0,0,43200,0,0
A7QC-N5KD,5120,5120,0,0,43200,0,0
JLJO-HH52,5120,5120,0,0,43200,0,0
JADQ-EPDL,5120,5120,0,0,43200,0,0
KE6N-CWVV,5120,5120,0,0,43200,0,0
EWQ5-S5C4,5120,5120,0,0,43200,0,0
CH3K-M7R0,5120,5120,0,0,43200,0,0
WAK2-KKC0,5120,5120,0,0,43200,0,0
1XUA-V0MD,5120,5120,0,0,43200,0,0
SSLF-2WF6,5120,5120,0,0,43200,0,0
J71S-Z57N,5120,5120,0,0,43200,0,0
WUO3-E7IJ,5120,5120,0,0,43200,0,0
YPCO-1M02,5120,5120,0,0,43200,0,0
FJVY-MZU2,5120,5120,0,0,43200,0,0
TIXS-Y106,5120,5120,0,0,43200,0,0
TQFQ-LUD6,5120,5120,0,0,43200,0,0
T5V8-3HE2,5120,5120,0,0,43200,0,0
4U8X-Q6ID,5120,5120,0,0,43200,0,0
2D5K-2Z1S,5120,5120,0,0,43200,0,0
8WG4-ANGW,5120,5120,0,0,43200,0,0
LAR0-Z9O8,5120,5120,0,0,43200,0,0
BONN-TWS9,5120,5120,0,0,43200,0,0
3I4Z-LGPU,5120,5120,0,0,43200,0,0
KVVK-1Z35,5120,5120,0,0,43200,0,0
Y3QN-KI5I,5120,5120,0,0,43200,0,0
UGRR-OANQ,5120,5120,0,0,43200,0,0
LKOO-P0BM,5120,5120,0,0,43200,0,0
0BD8-O9NM,5120,5120,0,0,43200,0,0
OE68-EULY,5120,5120,0,0,43200,0,0
S3QN-106Z,5120,5120,0,0,43200,0,0
VU1I-VU43,5120,5120,0,0,43200,0,0
F7G9-8U0T,5120,5120,0,0,43200,0,0
8LYT-KVFU,5120,5120,0,0,43200,0,0
KSPL-HIZP,5120,5120,0,0,43200,0,0
2QJH-9LR6,5120,5120,0,0,43200,0,0
KLQH-2SWD,5120,5120,0,0,43200,0,0
C6PL-6V5G,5120,5120,0,0,43200,0,0
6GQE-0TF7,5120,5120,0,0,43200,0,0
YHPI-RV34,5120,5120,0,0,43200,0,0
EIP2-LSHX,5120,5120,0,0,43200,0,0
KPR1-RYF1,5120,5120,0,0,43200,0,0
2PBA-DD60,5120,5120,0,0,43200,0,0
VJA8-CFRT,5120,5120,0,0,43200,0,0
TNY8-4L8U,5120,5120,0,0,43200,0,0
PGPK-9TBT,5120,5120,0,0,43200,0,0
5GBC-S0Y8,5120,5120,0,0,43200,0,0
WTIY-22IW,5120,5120,0,0,43200,0,0
U5H6-5WSA,5120,5120,0,0,43200,0,0
NA1A-HFBZ,5120,5120,0,0,43200,0,0
8XEO-XPMZ,5120,5120,0,0,43200,0,0
XY82-FFGO,5120,5120,0,0,43200,0,0
DJUS-6AOK,5120,5120,0,0,43200,0,0
1SEF-H50P,5120,5120,0,0,43200,0,0
1HQ0-UGHY,5120,5120,0,0,43200,0,0
CECK-1H5T,5120,5120,0,0,43200,0,0
DGYV-RAM5,5120,5120,0,0,43200,0,0
6RH7-ZX29,5120,5120,0,0,43200,0,0
56Z1-HR3D,5120,5120,0,0,43200,0,0
SS9K-54J8,5120,5120,0,0,43200,0,0
QK9S-FRAE,5120,5120,0,0,43200,0,0
NCCV-1VWV,5120,5120,0,0,43200,0,0
6V0X-Z8HU,5120,5120,0,0,43200,0,0
12RR-AD0H,5120,5120,0,0,43200,0,0
LZ9Q-HV0E,5120,5120,0,0,43200,0,0
YJLX-VKFW,5120,5120,0,0,43200,0,0
N4PJ-ZVU3,5120,5120,0,0,43200,0,0
5IGR-UB8D,5120,5120,0,0,43200,0,0
K523-U3NX,5120,5120,0,0,43200,0,0
M33M-XMVQ,5120,5120,0,0,43200,0,0
1PDZ-MUV5,5120,5120,0,0,43200,0,0
43NW-05SQ,5120,5120,0,0,43200,0,0
YDR8-V0DU,5120,5120,0,0,43200,0,0
8UKV-WHVV,5120,5120,0,0,43200,0,0
5WXJ-FGMV,5120,5120,0,0,43200,0,0
PGAB-R6IR,5120,5120,0,0,43200,0,0
K2R8-9MU1,5120,5120,0,0,43200,0,0
5OV6-GUVA,5120,5120,0,0,43200,0,0
J682-BD3Y,5120,5120,0,0,43200,0,0
OF7H-BMFP,5120,5120,0,0,43200,0,0
C5Y0-GZP0,5120,5120,0,0,43200,0,0
1PKD-F3U2,5120,5120,0,0,43200,0,0
8B1C-B3FZ,5120,5120,0,0,43200,0,0
N7DX-RDZM,5120,5120,0,0,43200,0,0
6FTL-ZOXI,5120,5120,0,0,43200,0,0
I8E9-BDHG,5120,5120,0,0,43200,0,0
3PAF-SUAY,5120,5120,0,0,43200,0,0
Z6ZM-UFBN,5120,5120,0,0,43200,0,0
TWIN-CA3F,5120,5120,0,0,43200,0,0
R7DY-99B6,5120,5120,0,0,43200,0,0
RJPU-QPYQ,5120,5120,0,0,43200,0,0
KZQ0-2AY5,5120,5120,0,0,43200,0,0
CBL9-6YZD,5120,5120,0,0,43200,0,0
2K3O-M8AU,5120,5120,0,0,43200,0,0
LISA-9XFG,5120,5120,0,0,43200,0,0
M4DG-CDVJ,5120,5120,0,0,43200,0,0
B99E-H3WX,5120,5120,0,0,43200,0,0
3W14-QP3M,5120,5120,0,0,43200,0,0
18WA-KNK8,5120,5120,0,0,43200,0,0
933V-URKG,5120,5120,0,0,43200,0,0
ZWHX-QHVI,5120,5120,0,0,43200,0,0
X0SR-CDG8,5120,5120,0,0,43200,0,0
SF23-KFNS,5120,5120,0,0,43200,0,0
AWWJ-ZYXE,5120,5120,0,0,43200,0,0
JWL3-UC8J,5120,5120,0,0,43200,0,0
LMKN-QRTE,5120,5120,0,0,43200,0,0
CPR2-8QYT,5120,5120,0,0,43200,0,0
QF7B-6ZHX,5120,5120,0,0,43200,0,0
6UIU-PPPW,5120,5120,0,0,43200,0,0
IX8U-TTQB,5120,5120,0,0,43200,0,0
S873-JHWH,5120,5120,0,0,43200,0,0
47UF-DHAL,5120,5120,0,0,43200,0,0
9SPW-XKOX,5120,5120,0,0,43200,0,0
QZ5U-4929,5120,5120,0,0,43200,0,0
FHQU-4MPP,5120,5120,0,0,43200,0,0
F8QB-WLBK,5120,5120,0,0,43200,0,0
ZB8I-F80D,5120,5120,0,0,43200,0,0
RC2A-XVU0,5120,5120,0,0,43200,0,0
IKNZ-OZI3,5120,5120,0,0,43200,0,0
11UK-09CN,5120,5120,0,0,43200,0,0
PJ2B-H8SF,5120,5120,0,0,43200,0,0
RL96-K54E,5120,5120,0,0,43200,0,0
OKTS-TY2A,5120,5120,0,0,43200,0,0
2O2C-1U7O,5120,5120,0,0,43200,0,0
D1QE-6JNG,5120,5120,0,0,43200,0,0
67DP-9B8A,5120,5120,0,0,43200,0,0
6EN2-NF6C,5120,5120,0,0,43200,0,0
4ARV-WY8O,5120,5120,0,0,43200,0,0
XF2A-M0PN,5120,5120,0,0,43200,0,0
I2HT-L0SY,5120,5120,0,0,43200,0,0
5A1F-RYEP,5120,5120,0,0,43200,0,0
8WAC-BQVA,5120,5120,0,0,43200,0,0
CPKF-KDM1,5120,5120,0,0,43200,0,0
NGPC-40WC,5120,5120,0,0,43200,0,0
LUHS-AYHM,5120,5120,0,0,43200,0,0
56ZW-QSDJ,5120,5120,0,0,43200,0,0
O9Q6-ISBX,5120,5120,0,0,43200,0,0
KQCV-0US9,5120,5120,0,0,43200,0,0
MPKB-P37R,5120,5120,0,0,43200,0,0
QLAZ-R927,5120,5120,0,0,43200,0,0
LKVI-4LEK,5120,5120,0,0,43200,0,0
2SOH-QDT7,5120,5120,0,0,43200,0,0
UWMX-DNTD,5120,5120,0,0,43200,0,0
I6F2-MVHZ,5120,5120,0,0,43200,0,0
YE3L-09W8,5120,5120,0,0,43200,0,0
UQ08-1J59,5120,5120,0,0,43200,0,0
PJ7C-Z8TL,5120,5120,0,0,43200,0,0
RO9K-GIPS,5120,5120,0,0,43200,0,0
D5OL-28MY,5120,5120,0,0,43200,0,0
393O-0XE7,5120,5120,0,0,43200,0,0
HKV7-L2JC,5120,5120,0,0,43200,0,0
2248-LNWL,5120,5120,0,0,43200,0,0
QH2D-RNSM,5120,5120,0,0,43200,0,0
3VKV-P6JE,5120,5120,0,0,43200,0,0
49QW-60WP,5120,5120,0,0,43200,0,0
ET3E-LRP2,5120,5120,0,0,43200,0,0
249Q-VRKC,5120,5120,0,0,43200,0,0
Z3VQ-CKPL,5120,5120,0,0,43200,0,0
PKCB-UOQX,5120,5120,0,0,43200,0,0
TBJ8-9MHP,5120,5120,0,0,43200,0,0
64TU-WUMS,5120,5120,0,0,43200,0,0
IDZS-ENQK,5120,5120,0,0,43200,0,0
BKEG-QLKC,5120,5120,0,0,43200,0,0
8UBA-S5SE,5120,5120,0,0,43200,0,0
MQCL-TAF5,5120,5120,0,0,43200,0,0
PZ8Y-PVHS,5120,5120,0,0,43200,0,0
3DXY-MPMH,5120,5120,0,0,43200,0,0
6KNP-UPBY,5120,5120,0,0,43200,0,0
W27N-I5KV,5120,5120,0,0,43200,0,0
OCJX-2Q8H,5120,5120,0,0,43200,0,0
7YZ3-CPIQ,5120,5120,0,0,43200,0,0
BWZO-QPC8,5120,5120,0,0,43200,0,0
2NHK-2DNS,5120,5120,0,0,43200,0,0
MQBK-1JB0,5120,5120,0,0,43200,0,0
69NZ-K1SJ,5120,5120,0,0,43200,0,0
VFJ5-IKTB,5120,5120,0,0,43200,0,0
857B-NUIZ,5120,5120,0,0,43200,0,0
RT9Q-512K,5120,5120,0,0,43200,0,0
1ER9-19XN,5120,5120,0,0,43200,0,0
XL9R-OTN7,5120,5120,0,0,43200,0,0
YJNZ-BS7G,5120,5120,0,0,43200,0,0
9L4W-8QBP,5120,5120,0,0,43200,0,0
YQZH-Z9JL,5120,5120,0,0,43200,0,0
1E3K-977G,5120,5120,0,0,43200,0,0
CPC0-XR2B,5120,5120,0,0,43200,0,0
5C43-HB7P,5120,5120,0,0,43200,0,0
UUY7-UIT7,5120,5120,0,0,43200,0,0
QRP2-ZNWG,5120,5120,0,0,43200,0,0
GX85-O8BQ,5120,5120,0,0,43200,0,0
97RT-BU4Q,5120,5120,0,0,43200,0,0
96R4-AVLX,5120,5120,0,0,43200,0,0
4R1M-60GL,5120,5120,0,0,43200,0,0
QA5P-5UC3,5120,5120,0,0,43200,0,0
LUK9-XTOD,5120,5120,0,0,43200,0,0
F3KC-7DFL,5120,5120,0,0,43200,0,0
G7NH-TSQP,5120,5120,0,0,43200,0,0
JYH0-I74E,5120,5120,0,0,43200,0,0
PAT2-8DC4,5120,5120,0,0,43200,0,0
CSMY-TXS3,5120,5120,0,0,43200,0,0
S9IF-BHC6,5120,5120,0,0,43200,0,0
1H5A-N4TS,5120,5120,0,0,43200,0,0
WT6F-ZOIA,5120,5120,0,0,43200,0,0
QSMC-GD21,5120,5120,0,0,43200,0,0
OQF8-HF9Q,5120,5120,0,0,43200,0,0
L6YS-V7RC,5120,5120,0,0,43200,0,0
JDHC-2F8Q,5120,5120,0,0,43200,0,0
YXCE-QUFD,5120,5120,0,0,43200,0,0
OZQ5-SKWM,5120,5120,0,0,43200,0,0
JVWV-QU70,5120,5120,0,0,43200,0,0
SYLA-387D,5120,5120,0,0,43200,0,0
EPXB-4EQV,5120,5120,0,0,43200,0,0
SDE3-DGMX,5120,5120,0,0,43200,0,0
O3WE-01CG,5120,5120,0,0,43200,0,0
LY1U-6RWW,5120,5120,0,0,43200,0,0
X587-1BQ2,5120,5120,0,0,43200,0,0
QBCJ-B6LO,5120,5120,0,0,43200,0,0
L1H6-NQ38,5120,5120,0,0,43200,0,0
XMF5-N5GO,5120,5120,0,0,43200,0,0
VZ9E-J26F,5120,5120,0,0,43200,0,0
MDJZ-OMPC,5120,5120,0,0,43200,0,0
GWSE-QBBD,5120,5120,0,0,43200,0,0
LKDC-JI1K,5120,5120,0,0,43200,0,0
QHK6-IB7P,5120,5120,0,0,43200,0,0
CMGM-6XJI,5120,5120,0,0,43200,0,0
0ADA-OPHX,5120,5120,0,0,43200,0,0
DZX1-XI2U,5120,5120,0,0,43200,0,0
CE6V-6LI3,5120,5120,0,0,43200,0,0
YVRW-BLKX,5120,5120,0,0,43200,0,0
4A81-F96P,5120,5120,0,0,43200,0,0
TQ6J-4U8D,5120,5120,0,0,43200,0,0
M6NZ-GNOS,5120,5120,0,0,43200,0,0
EN8J-2TAC,5120,5120,0,0,43200,0,0
SF5H-7AOU,5120,5120,0,0,43200,0,0
FGMK-L23U,5120,5120,0,0,43200,0,0
H9I6-10MJ,5120,5120,0,0,43200,0,0
U31V-OWON,5120,5120,0,0,43200,0,0
JB1X-CW8E,5120,5120,0,0,43200,0,0
DE96-5HPN,5120,5120,0,0,43200,0,0
LRMS-UUFM,5120,5120,0,0,43200,0,0
2JMI-EGSI,5120,5120,0,0,43200,0,0
CA8Z-Y52Z,5120,5120,0,0,43200,0,0
P58N-7MNK,5120,5120,0,0,43200,0,0
CHON-RP08,5120,5120,0,0,43200,0,0
MI98-VAJZ,5120,5120,0,0,43200,0,0
Q32S-02FO,5120,5120,0,0,43200,0,0
CN0C-GNUK,5120,5120,0,0,43200,0,0
FLK4-7XS6,5120,5120,0,0,43200,0,0
SUY0-70F1,5120,5120,0,0,43200,0,0
AR7A-DSE7,5120,5120,0,0,43200,0,0
0G4J-W1T7,5120,5120,0,0,43200,0,0
GZS5-IWXM,5120,5120,0,0,43200,0,0
E8J2-DQGS,5120,5120,0,0,43200,0,0
L5R1-9A4L,5120,5120,0,0,43200,0,0
M3OH-XKGM,5120,5120,0,0,43200,0,0
YPL7-BEBY,5120,5120,0,0,43200,0,0
OJUU-VXKI,5120,5120,0,0,43200,0,0
Y5N9-SRTA,5120,5120,0,0,43200,0,0
OV89-KYPR,5120,5120,0,0,43200,0,0
5FR2-H0YW,5120,5120,0,0,43200,0,0
GOB2-OJB4,5120,5120,0,0,43200,0,0
TQII-UR3Z,5120,5120,0,0,43200,0,0
3RCO-4N9T,5120,5120,0,0,43200,0,0
C5OM-B9TZ,5120,5120,0,0,43200,0,0
J5FU-MVCM,5120,5120,0,0,43200,0,0
CZME-S3A6,5120,5120,0,0,43200,0,0
67VT-D8VQ,5120,5120,0,0,43200,0,0
ZKDC-96D0,5120,5120,0,0,43200,0,0
8B4K-I5AS,5120,5120,0,0,43200,0,0
FT2V-2GCY,5120,5120,0,0,43200,0,0
GLU2-YP9D,5120,5120,0,0,43200,0,0
JGVT-MDRJ,5120,5120,0,0,43200,0,0
P09C-L8PA,5120,5120,0,0,43200,0,0
CI09-IC4N,5120,5120,0,0,43200,0,0
4UDM-7B12,5120,5120,0,0,43200,0,0
EIGX-VX6W,5120,5120,0,0,43200,0,0
QQKC-15Y6,5120,5120,0,0,43200,0,0
ZWEL-E9WI,5120,5120,0,0,43200,0,0
82ID-6UQZ,5120,5120,0,0,43200,0,0
SU6O-AT35,5120,5120,0,0,43200,0,0
RJVR-8U0L,5120,5120,0,0,43200,0,0
RSHT-18S0,5120,5120,0,0,43200,0,0
TM3V-09K6,5120,5120,0,0,43200,0,0
1RQZ-K2E3,5120,5120,0,0,43200,0,0
7SQ0-43IF,5120,5120,0,0,43200,0,0
KQRV-4HYO,5120,5120,0,0,43200,0,0
51WK-XWSE,5120,5120,0,0,43200,0,0
IIBL-ZQ06,5120,5120,0,0,43200,0,0
EP4C-6UN1,5120,5120,0,0,43200,0,0
FHT2-AN4Y,5120,5120,0,0,43200,0,0
C05C-5YTZ,5120,5120,0,0,43200,0,0
CWM2-2MCS,5120,5120,0,0,43200,0,0
YRWA-QLAZ,5120,5120,0,0,43200,0,0
02DF-EH6Q,5120,5120,0,0,43200,0,0
SN55-DJZB,5120,5120,0,0,43200,0,0
LSIZ-F5QO,5120,5120,0,0,43200,0,0
80QI-URHN,5120,5120,0,0,43200,0,0
IK9L-L3G3,5120,5120,0,0,43200,0,0
GRY7-ZJN8,5120,5120,0,0,43200,0,0
Y35M-VFCB,5120,5120,0,0,43200,0,0
OLP1-OQGE,5120,5120,0,0,43200,0,0
RT7K-JURJ,5120,5120,0,0,43200,0,0
JQY9-0OOY,5120,5120,0,0,43200,0,0
6QQD-I15S,5120,5120,0,0,43200,0,0
EUOG-Z4KZ,5120,5120,0,0,43200,0,0
TIE1-KJN3,5120,5120,0,0,43200,0,0
QZLN-SK2R,5120,5120,0,0,43200,0,0
V155-EQQK,5120,5120,0,0,43200,0,0
JJGY-SBL8,5120,5120,0,0,43200,0,0
IDRE-KW55,5120,5120,0,0,43200,0,0
U6UV-LMD7,5120,5120,0,0,43200,0,0
ON2D-H5Q4,5120,5120,0,0,43200,0,0
VC41-MHN2,5120,5120,0,0,43200,0,0
PFMA-0OTM,5120,5120,0,0,43200,0,0
F15F-P1CI,5120,5120,0,0,43200,0,0
QFEA-AW81,5120,5120,0,0,43200,0,0
C58O-FB2M,5120,5120,0,0,43200,0,0
I7M3-8WCG,5120,5120,0,0,43200,0,0
MUFO-2B62,5120,5120,0,0,43200,0,0
HO1J-USXL,5120,5120,0,0,43200,0,0
EVDW-3W4P,5120,5120,0,0,43200,0,0
FTMF-N5MI,5120,5120,0,0,43200,0,0
K4MU-32UO,5120,5120,0,0,43200,0,0
C4MX-PLBB,5120,5120,0,0,43200,0,0
3XWR-V9Z4,5120,5120,0,0,43200,0,0
OS6V-UCK6,5120,5120,0,0,43200,0,0
TQ3J-2PN8,5120,5120,0,0,43200,0,0
1HU1-BQ7V,5120,5120,0,0,43200,0,0
CR7T-1PYZ,5120,5120,0,0,43200,0,0
OZKN-5EKO,5120,5120,0,0,43200,0,0
U6FP-RCVI,5120,5120,0,0,43200,0,0
YILY-PNTK,5120,5120,0,0,43200,0,0
8HH0-K4YZ,5120,5120,0,0,43200,0,0
KC3G-XW8E,5120,5120,0,0,43200,0,0
B8F6-TG29,5120,5120,0,0,43200,0,0
06FB-TRLC,5120,5120,0,0,43200,0,0
XN7D-300U,5120,5120,0,0,43200,0,0
XZB7-I3SV,5120,5120,0,0,43200,0,0
XCIG-I7O5,5120,5120,0,0,43200,0,0
UADQ-XJLZ,5120,5120,0,0,43200,0,0
RWYY-R799,5120,5120,0,0,43200,0,0
X9UB-BCUH,5120,5120,0,0,43200,0,0
SH2A-WXYY,5120,5120,0,0,43200,0,0
WHBC-VRL1,5120,5120,0,0,43200,0,0
NRZ1-A1LE,5120,5120,0,0,43200,0,0
XF91-HDA3,5120,5120,0,0,43200,0,0
LS9U-9IFF,5120,5120,0,0,43200,0,0
PHH9-7GZR,5120,5120,0,0,43200,0,0
7BO4-6YZ6,5120,5120,0,0,43200,0,0
BHEP-IVPI,5120,5120,0,0,43200,0,0
CDEG-0WWG,5120,5120,0,0,43200,0,0
32L4-8MIP,5120,5120,0,0,43200,0,0
9Z8W-NESQ,5120,5120,0,0,43200,0,0
3KRW-UYE5,5120,5120,0,0,43200,0,0
0UHI-Q9VE,5120,5120,0,0,43200,0,0
26E3-2ZRM,5120,5120,0,0,43200,0,0
WY6Y-2LVL,5120,5120,0,0,43200,0,0
GWKZ-4IEZ,5120,5120,0,0,43200,0,0
Q2OI-YE1V,5120,5120,0,0,43200,0,0
TLZ0-REVA,5120,5120,0,0,43200,0,0
9N7V-SLN4,5120,5120,0,0,43200,0,0
LWVH-DEC6,5120,5120,0,0,43200,0,0
